rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/1018989-silent_night_deadly_night,"This was obviously not new territory for the slasher genre, mind you, but Silent Night, Deadly Night brought the idea to new levels of cold sleaziness.","Silent Night, Deadly Night","An orphan raised by nuns (Lilyan Chauvin, Gilmer McCormick) grows up to be a killer toy-store Santa Claus.",39997
m/1213735-death_in_love,There's something seriously wrong when you assemble actors this good -- and can't believe a single stilted word coming out of their mouths.,Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72164
m/1175079-antibodies,"Not content with a straight psychological police procedural, Alvart mixes in distracting -- and unconvincing --Biblical symbolism in a curious bid for weightiness.",Antikörper (Antibodies),"After a serial killer (André Hennicke) is arrested, a small-town policeman (Wotan Wilke Möhring) gets to interrogate him, but the interview challenges the cop's beliefs, turning him into a threat.",10032
m/1037780-man_in_the_moon,"Few filmmakers have captured the American south quite like Mulligan, and The Man in the Moon is his graceful, deeply moving farewell.",The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55918
m/10008830-bill,"As the movie goes on, you actually end up rooting for this schmuck to take charge of his life, and in a way, the movie is sort of inspiring.",Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87699
m/1013884-mighty_joe_young,Great escapist fun: a West Coast 'King Kong',Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56885
m/1019017-silver_streak,"Like a Mel Brooks comic spellbinder, merged with some of the flavor of Inspector Clouseau.",Silver Streak,"While on a cross-country train ride, overworked book editor George Caldwell (Gene Wilder) begins an unexpected romance with an enigmatic woman named Hilly Burns (Jill Clayburgh). His vacation is interrupted, however, when he witnesses a murder for which he is then accused. The true villains kidnap Hilly and eject Caldwell from the moving train. Desperate, Caldwell teams up with car thief Grover Muldoon (Richard Pryor), and together they must save Hilly while avoiding the police.",16251
m/1005875-dinner_at_eight,"A deluxe flipbook of caricatures, a blatant pageant of studio thoroughbreds, a study of tuxedoed, bejeweled pretense",Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38838
m/1076620-anna_karenina,In Sophie Marceau ... [Rose] has a fine young Anna.,Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10836
m/amityville_the_demon,"Veteran director Richard Fleischer demonstrates a keen understanding of the potentials of the 3-D gimmick here, but there is little else to recommend this dull retread.",Amityville: The Demon,"Investigative reporter John Baxter (Tony Roberts) buys a notorious house in the Long Island suburb of Amityville, N.Y., in an attempt to prove that stories about its being inhabited by demons are fraudulent. But soon his daughter, Susan (Lori Loughlin), and her friend Lisa (Meg Ryan) are experiencing inexplicable terrors, while his estranged wife, Nancy (Tess Harper), and supernatural expert Elliot West (Robert Joy) fear that the evil has begun to spread outside the house's walls.",88510
m/1121720-devdas,,Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20886
m/amityville_the_awakening,Enjoyable B-movie horror without pretensions nor cynicism. [Full review in Spanish],Amityville: The Awakening,"When some footage dating back to 1976 is discovered, the case of the haunted house in Amityville is reopened. An ambitious woman who is working as a television news intern seizes the opportunity to advance her career and is soon leading a team of journalists, clergymen, and paranormal researchers into the house, but she may have unwittingly opened a door to the unreal that she will never be able to close.",83119
m/1067234-boomerang,"This 1947 film is limited in scope and feeling, but the superficial dramatics work well enough.",Boomerang!,"Connecticut prosecutor Henry Harvey (Dana Andrews), faced with a political maelstrom in the wake of the shooting death of a Catholic priest on a city street corner, feels tremendous pressure to prosecute a vagrant ex-soldier whom Police Chief Robinson (Lee J. Cobb) apprehended in connection with the crime. After the vagrant confesses, it looks to be an open and shut case, but Harvey remains unconvinced and chooses to risk his career in order to discover the truth.",6211
m/aparajito,... Ray introduces us to the bustle of city life (where poverty is just as prevalent but has a different face).,Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",661
m/11_minutes,With each blind alley the story winds down 11 Minutes becomes less of a challenge and more of a chore.,11 Minutes (11 Minut),The lives of urbanites intertwine in a world where anything can happen at any time.,19449
m/1121720-devdas,The film is a sensory overload but Devdas' heartache pierces through all the baroque splendor and that is an achievement.,Devdas,"Devdas (Shahrukh Khan) makes his way back home to India after spending 10 years studying in London. He plans to marry Paro (Aishwarya Rai), his childhood best friend, but his parents (Vijay Crishna, Smita Jaykar) do not want Devdas to marry her. They believe that Paro's family, who descend from a line of dancers, is of a lower class than their own. Eventually, Paro marries another man, and the despondent Devdas descends into life-threatening alcoholism.",20895
m/1032182-white_fang,A scenic and enveloping nature film about a young man and his beloved pet.,White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",97251
m/after_the_thin_man,"Superior sequel. Not up to the original, but close",After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49073
